City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
229,saint croix,17.7397,-64.7388,25.53,89,3,1.79,VI,1715315843
230,arauca,7.0847,-70.7591,23.13,97,100,1.2,CO,1715316065
231,bandon,51.7469,-8.7425,11.77,90,100,0.85,IE,1715316065
232,hermanus,-34.4187,19.2345,13.3,73,1,5.84,ZA,1715316066
233,al ghayzah,16.2079,52.176,30.94,67,30,1.48,YE,1715316067
234,arawa,-6.2132,155.5367,28.51,79,100,0.69,PG,1715316067
235,adjumani,3.3779,31.7909,21.24,93,99,1.63,UG,1715316068
236,gao,16.6362,1.637,30.42,10,4,4.28,ML,1715316069
237,caleta de carquin,-11.0925,-77.6267,18.55,91,33,2.76,PE,1715316070
238,tazovsky,67.4667,78.7,-0.14,88,99,9.43,RU,1715316070
239,ascope,-7.7144,-79.1078,15.63,76,100,1.58,PE,1715316071
240,uzhur,55.3036,89.8339,16.92,32,100,7.44,RU,1715316072
241,tibanbang,6.6315,126.1055,29.33,70,58,1.67,PH,1715316073
242,pacocha,-17.5833,-71.3333,17.59,85,56,0.74,PE,1715316074
243,chuhar jamali,24.3895,67.9923,33.01,43,0,4.72,PK,1715316075
244,hirara,24.8,125.2833,26.92,65,75,3.6,JP,1715316076
245,nyrob,60.733,56.7202,0.4,77,100,5.57,RU,1715316077
246,sorong,-0.8833,131.25,30.78,68,72,3.88,ID,1715316077
247,quellon,-43.1167,-73.6167,5.65,88,17,2.12,CL,1715316078
248,rauma,61.1272,21.5113,5.02,79,80,9.3,FI,1715316079
249,polyarnyy,69.1989,33.4478,-0.28,83,100,6.44,RU,1715316080
250,tisaiyanvilai,8.3333,77.8833,33.08,55,100,0.94,IN,1715316081
251,at taj,24.2049,23.2857,25.06,16,9,3.71,LY,1715316081
252,st. john's,47.5649,-52.7093,2.76,93,100,1.34,CA,1715315932
253,saint-paul,-21.0096,55.2707,26.06,67,49,2.45,RE,1715316084
254,orcopampa,-15.2661,-72.3417,8.91,82,47,0.21,PE,1715316085
255,kalemie,-5.9475,29.1947,23.33,80,47,2.07,CD,1715316086
256,lagoa,39.05,-27.9833,16.55,84,21,6.68,PT,1715316086
257,nar'yan-mar,67.6713,53.087,-1.61,95,100,11.62,RU,1715316087
258,east london,-33.0153,27.9116,18.52,94,0,3.6,ZA,1715316088
259,cockburn town,21.4612,-71.1419,25.48,83,2,5.86,TC,1715315881
260,keflavik,64.0049,-22.5624,6.95,75,100,3.09,IS,1715316089
261,taulaga,-11.0553,-171.0883,29.37,72,100,3.25,AS,1715316090
262,gordonvale,-17.0936,145.7842,26.61,97,100,2.35,AU,1715316091
263,ulladulla,-35.35,150.4667,17.37,84,100,2.94,AU,1715316092
264,karratha,-20.7377,116.8463,29.8,25,100,6.86,AU,1715315896
265,puerto deseado,-47.7503,-65.8938,5.59,87,100,6.54,AR,1715316078
266,korla,41.7597,86.1469,26.1,14,0,4.31,CN,1715316094
267,saldanha,-33.0117,17.9442,13.03,83,46,7.67,ZA,1715316094
268,juan griego,11.0817,-63.9655,26.38,88,100,4.5,VE,1715316095
269,fegyvernek,47.2667,20.5333,12.22,82,3,2.51,HU,1715316096
270,es castell,39.8795,4.2854,13.38,88,0,3.6,ES,1715316097
271,vadso,70.0744,29.7487,-0.51,74,75,4.63,NO,1715316097
272,palmas,-10.2128,-48.3603,24.93,83,0,3.09,BR,1715315908
273,mareeba,-17.0,145.4333,24.13,81,85,3.67,AU,1715316099
274,bardai,11.65,7.2333,28.09,50,100,3.96,NG,1715316100
275,dudinka,69.4058,86.1778,-5.18,88,30,4.47,RU,1715316100
276,ndele,8.4109,20.6473,24.41,70,78,1.66,CF,1715316101
277,minas de marcona,-15.2119,-75.1103,12.59,89,60,4.73,PE,1715316078
278,alofi,-19.0595,-169.9187,25.94,73,100,2.57,NU,1715316103
279,biankouma,7.7391,-7.6138,22.05,98,100,0.93,CI,1715316104
280,tofol,5.3248,163.0078,27.88,89,100,2.57,FM,1715316105
281,alexandria,31.2156,29.9553,18.3,50,100,2.69,EG,1715315942
282,coyhaique,-45.5752,-72.0662,1.97,93,100,1.03,CL,1715316106
283,kingston,17.997,-76.7936,28.53,74,20,4.12,JM,1715315409
284,kachug,53.9606,105.8817,10.03,44,97,7.15,RU,1715316108
285,pavlodar,52.3,76.95,17.89,72,20,8.0,KZ,1715316108
286,usman',52.0466,39.7288,4.02,63,3,2.24,RU,1715316109
287,rosalie,15.3667,-61.2667,26.04,84,6,2.68,DM,1715316110
288,egersund,58.4513,5.9997,7.83,89,100,4.12,NO,1715316111
289,lesina,41.8594,15.3527,17.32,77,88,5.86,IT,1715316111
290,lazaro cardenas,17.9583,-102.2,23.37,80,58,0.93,MX,1715316112
291,al bardiyah,31.7561,25.0865,17.35,65,0,7.51,LY,1715316113
292,homer,59.6425,-151.5483,6.94,48,0,2.06,US,1715316113
293,salalah,17.0151,54.0924,31.05,74,20,1.03,OM,1715315957
294,belmonte,-15.8631,-38.8828,23.99,89,1,1.05,BR,1715316115
295,kailua-kona,19.6406,-155.9956,25.98,84,0,3.6,US,1715315854
296,road town,18.4167,-64.6167,25.93,78,2,4.77,VG,1715316081
297,pano aqil,27.8569,69.1116,33.94,10,10,6.56,PK,1715316117
298,laojunmiao,39.8333,97.7333,15.06,27,100,4.09,CN,1715316118
299,murzuq,25.9155,13.9184,19.4,36,7,5.27,LY,1715316119
300,kittila,67.6647,24.8936,0.9,100,100,3.6,FI,1715316120
301,sirre,8.3167,39.4833,21.19,63,97,0.68,ET,1715316120
302,nelson bay,-32.7167,152.15,21.17,70,96,0.89,AU,1715316121
303,torghay,49.6339,63.4981,12.52,41,83,5.12,KZ,1715316122
304,maracaibo,10.6317,-71.6406,27.1,85,100,1.71,VE,1715316069
305,sai buri,6.7013,101.6168,31.65,64,100,3.99,TH,1715316123
306,nueva gerona,21.8833,-82.8,26.77,80,49,1.85,CU,1715316124
307,al mindak,20.1588,41.2834,19.78,49,39,1.17,SA,1715316126
308,tondano,1.3038,124.9112,29.05,83,83,0.21,ID,1715316126
309,jeremoabo,-10.075,-38.4808,19.77,96,36,2.56,BR,1715316127
310,morehead city,34.7229,-76.726,23.32,89,0,6.17,US,1715316015
311,jayapura,-2.5333,140.7,24.66,94,100,3.11,ID,1715316129
312,flying fish cove,-10.4217,105.6791,27.82,83,100,6.17,CX,1715316129
313,qaqortoq,60.7167,-46.0333,0.83,75,100,0.95,GL,1715316130
314,rio grande,-32.035,-52.0986,13.51,75,87,2.55,BR,1715316003
315,qui nhon,13.7667,109.2333,29.88,67,100,3.66,VN,1715316132
316,puyang chengguanzhen,35.7028,115.0053,33.59,22,43,9.33,CN,1715315956
317,agogo,6.8,-1.0819,22.73,93,99,1.82,GH,1715316133
318,daru,-9.0763,143.2092,26.62,87,91,5.92,PG,1715316134
319,amga,60.8953,131.9608,4.66,40,100,3.27,RU,1715316134
320,afaahiti,-17.75,-149.2833,26.93,79,21,3.9,PF,1715316135
321,kzyltu,53.6364,72.3414,13.34,54,19,6.61,KZ,1715316136
322,penalva,-3.2942,-45.1736,24.57,93,93,0.83,BR,1715316137
323,aasiaat,68.7098,-52.8699,-12.75,94,81,1.48,GL,1715316137
324,phatthalung,7.5,100.0833,30.83,67,100,4.41,TH,1715316138
325,sept-iles,50.2001,-66.3821,5.03,79,74,2.06,CA,1715316127
326,fortuna,40.5982,-124.1573,14.81,83,0,0.0,US,1715316139
327,veraval,20.9,70.3667,30.21,68,0,4.42,IN,1715316140
328,newman,37.3138,-121.0208,23.13,58,0,1.79,US,1715316140
329,oytal,42.9057,73.2697,18.16,71,99,2.09,KZ,1715316142
330,paita,-5.0892,-81.1144,20.55,81,96,5.77,PE,1715316143
331,taytay,14.5678,121.1394,34.96,63,40,3.09,PH,1715316144
332,nemuro,43.3236,145.575,7.9,82,59,3.23,JP,1715316144
333,talara,-4.5772,-81.2719,21.22,79,98,7.25,PE,1715316145
334,bodaybo,57.8506,114.1933,5.54,80,100,2.1,RU,1715316146
335,thanh hoa,19.8,105.7667,31.02,62,98,4.11,VN,1715316147
336,ginir,7.1333,40.7,17.89,79,63,0.96,ET,1715316147
337,inhambane,-23.865,35.3833,21.22,86,5,0.88,MZ,1715316148
338,kimberley,-28.7323,24.7623,17.83,45,0,5.14,ZA,1715316149
339,tambopata,-12.7333,-69.1833,23.04,98,91,0.79,PE,1715316149
340,perry,37.2506,-83.1999,19.4,83,0,4.19,US,1715316150
341,ashland,40.8167,-82.2665,10.59,93,100,5.07,US,1715315939
342,colares,38.7992,-9.4469,18.52,85,87,2.68,PT,1715316151
343,tafuna,-14.3358,-170.72,28.97,79,100,1.54,AS,1715316152
344,feijo,-8.1642,-70.3536,23.71,95,21,0.69,BR,1715316153
345,spoleto,42.7448,12.7374,14.08,75,62,1.83,IT,1715316154
346,kyzyl-mazhalyk,51.1333,90.6,17.17,37,100,1.79,RU,1715316155
347,kolonia,50.9333,6.95,11.65,87,26,0.17,DE,1715315859
348,sisimiut,66.9395,-53.6735,-5.89,79,8,3.26,GL,1715316156
349,punta del este,-34.9667,-54.95,9.37,85,20,2.57,UY,1715316157
350,manokwari,-0.8667,134.0833,27.88,80,99,3.63,ID,1715316157
351,mabaruma,8.2,-59.7833,24.46,88,82,0.77,GY,1715316158
352,arraias,-12.9288,-46.9437,17.51,46,15,2.12,BR,1715316159
353,weno,7.4515,151.8468,30.97,79,100,4.63,FM,1715316160
354,gudur,14.1333,79.85,36.53,38,4,3.71,IN,1715316160
355,ingeniero jacobacci,-41.3427,-69.5448,1.88,78,2,5.81,AR,1715316161
356,al kharijah,25.4514,30.5464,29.7,8,7,0.88,EG,1715316162
357,mont-laurier,46.5501,-75.4993,7.79,95,26,1.09,CA,1715316163
358,lejanias,3.5251,-74.0216,20.63,97,100,1.32,CO,1715316163
359,mount isa,-20.7333,139.5,28.87,48,0,4.63,AU,1715316164
360,igrim,63.1906,64.4162,2.31,70,8,5.59,RU,1715316165
361,tolanaro,-25.0319,46.9987,22.04,94,20,6.17,MG,1715316165
362,arafat,21.3594,39.9664,30.7,43,2,0.55,SA,1715316166
363,castillos,-34.1667,-53.8333,7.08,90,47,1.26,UY,1715316167
